,age_building,count_floors_pre_eq,height_ft_pre_eq,plinth_area_sq_ft,land_surface_condition,foundation_type,roof_type,ground_floor_type,other_floor_type,position,plan_configuration,has_superstructure_adobe_mud,has_superstructure_mud_mortar_stone,has_superstructure_stone_flag,has_superstructure_cement_mortar_stone,has_superstructure_mud_mortar_brick,has_superstructure_cement_mortar_brick,has_superstructure_timber,has_superstructure_bamboo,has_superstructure_rc_non_engineered,has_superstructure_rc_engineered,condition_post_eq,has_geotechnical_risk,has_geotechnical_risk_fault_crack,has_geotechnical_risk_flood,has_geotechnical_risk_land_settlement,has_geotechnical_risk_landslide,has_geotechnical_risk_liquefaction,has_geotechnical_risk_other,has_geotechnical_risk_rock_fall,damage_grade
391859,17,4,36,1049,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
451971,28,2,15,600,0,2,1,2,1,3,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4
478896,22,2,14,280,0,2,2,2,2,3,1,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,1,1
61826,35,2,13,209,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2
543134,13,2,14,445,2,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,3
386916,10,2,18,380,0,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
351641,22,3,14,422,1,2,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
64843,31,3,21,244,0,3,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
561795,13,2,16,660,0,2,1,2,2,3,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,3
305380,5,3,18,464,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
199840,30,2,16,300,0,3,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,4
546254,8,2,14,420,0,2,1,2,2,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
116444,27,3,19,275,0,2,2,2,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
556330,53,2,12,420,0,2,2,1,1,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
445838,18,2,12,265,0,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
279562,25,2,14,480,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
137695,40,3,27,320,0,0,1,1,1,1,3,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,2
303664,35,2,14,360,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
359469,43,2,12,350,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4
479459,30,2,20,252,1,2,2,2,2,3,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,3
12537,28,2,16,345,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
285673,12,3,21,304,0,2,2,2,1,3,0,0,1,0,0,0,0,1,0,0,0,4,1,0,0,0,1,0,0,1,4
293028,26,3,15,324,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
476698,8,2,16,320,0,2,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1
309766,9,2,16,390,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
119459,38,3,21,544,0,2,2,1,2,3,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
4770,16,2,11,350,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59593,45,2,18,375,0,2,2,2,1,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
304982,8,2,14,375,0,2,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
131379,3,1,10,600,0,1,1,1,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
151222,50,3,18,700,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
127895,65,2,14,485,0,2,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
79231,15,2,16,350,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
54629,23,2,18,720,0,1,1,1,2,3,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
182966,7,3,20,402,0,2,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2
343577,12,3,20,322,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
475218,90,3,18,264,0,2,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
12562,3,2,14,345,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
256875,20,2,14,400,0,2,2,2,2,3,0,0,1,0,0,0,0,1,0,0,0,6,1,1,0,0,0,0,0,0,2
115516,22,3,24,375,0,2,1,1,1,3,0,1,1,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,2
428609,16,2,15,250,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,4
223021,7,2,24,485,0,2,1,2,2,3,0,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2
260324,25,2,20,320,0,2,2,1,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2
232722,15,3,21,260,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2
576194,17,1,12,360,0,2,1,2,3,3,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,3
130261,70,3,27,750,0,1,1,2,2,3,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2
532333,4,1,10,610,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
158935,23,2,14,425,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1
461698,18,2,14,325,0,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
427283,25,1,17,247,0,2,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,1,3
19016,28,2,15,555,0,2,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
442749,5,2,12,500,0,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
434601,20,1,15,390,0,2,1,2,3,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4
66134,26,2,16,565,0,2,1,1,1,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
232095,40,2,12,400,1,2,2,2,2,3,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,3
306402,50,3,15,228,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
99025,48,2,16,504,1,1,1,2,2,3,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
192128,2,2,14,340,0,3,1,2,1,3,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1
107888,39,2,16,684,0,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,4
57700,11,2,13,280,1,2,1,1,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
183525,15,2,13,260,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2
167437,23,3,24,180,1,2,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,6,1,0,0,1,0,0,0,0,3
329315,45,2,21,465,0,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,4
499512,8,2,14,290,1,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4
189703,2,2,16,155,0,2,2,2,2,3,0,0,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4
551082,25,2,16,650,1,2,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
473819,30,2,14,263,0,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
269206,25,2,14,578,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,4
586585,5,4,36,1050,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
427516,19,2,21,777,0,2,1,2,2,3,2,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,3
381994,15,2,12,450,0,2,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2
79216,23,2,16,479,0,2,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2
71802,15,2,14,288,0,3,1,1,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
486331,14,2,16,264,0,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2
574636,1,1,7,720,1,2,1,0,3,3,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,3
464179,20,2,12,250,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
173910,20,3,17,275,2,2,2,1,2,0,2,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,3
503834,20,2,16,365,0,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
432758,28,3,20,630,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
103125,21,3,24,558,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
471827,16,2,12,264,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
406541,16,2,16,264,0,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
331763,24,2,14,437,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
461934,35,3,22,380,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
527,19,2,16,560,0,1,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
293891,25,3,21,312,1,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
387649,52,3,21,330,0,2,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1
476553,20,2,15,263,0,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
77269,40,3,28,1600,2,2,2,2,1,3,3,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,2
536338,19,2,12,225,0,2,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3
38900,20,2,14,600,0,2,1,2,1,3,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2
156549,28,2,12,450,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2
574808,100,2,16,712,0,2,2,2,2,3,0,0,1,0,0,0,0,1,0,0,0,4,1,1,0,1,0,0,0,0,4
29708,16,2,18,1175,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
430218,28,1,10,225,1,2,1,2,3,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
574987,3,2,14,320,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
129376,45,4,40,250,0,2,1,2,2,1,0,1,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
70062,4,1,9,644,0,1,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2
2280,19,2,14,380,0,2,1,2,2,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
418006,60,2,15,486,0,2,1,2,2,3,0,0,1,0,0,0,0,1,1,1,0,4,0,0,0,0,0,0,0,0,4
247494,5,2,20,600,1,2,1,0,2,3,2,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
168541,20,2,22,400,0,2,2,1,1,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3
437543,12,3,30,500,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
431189,19,2,16,160,1,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4
524931,23,2,15,264,0,3,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,2
11208,12,1,10,230,1,2,1,2,3,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2
541301,8,1,7,158,0,2,1,2,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
47133,19,2,13,357,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
494568,24,4,32,630,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,2
279565,4,4,36,240,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1
101088,14,2,13,665,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1
204584,15,2,16,460,1,3,2,2,1,3,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,1,0,0,0,3
408524,65,2,20,375,2,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
465072,20,2,15,380,0,2,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,2
403628,15,3,27,1167,0,2,0,0,0,3,0,1,1,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,3
379882,60,2,17,550,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
473125,28,2,18,263,1,2,1,2,2,3,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
489316,45,2,12,238,0,2,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,4
58015,14,2,14,350,2,2,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3
316160,15,3,22,352,1,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2
45782,10,2,19,375,1,2,1,2,2,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3
586816,15,2,13,225,1,2,1,2,2,3,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,4
469797,23,2,10,269,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2
38862,25,2,14,500,1,2,1,2,1,3,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
271312,10,2,10,273,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,0,0,2
71981,15,2,16,365,0,2,1,1,2,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2
403308,9,3,18,297,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
216194,7,2,18,293,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1
141703,45,3,24,300,0,2,0,2,2,0,6,1,1,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
149091,19,2,16,695,2,2,1,2,2,3,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,4
13101,3,2,14,495,0,2,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
58904,35,2,18,350,0,2,1,2,2,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
286968,5,3,18,250,0,1,2,1,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
187576,1,2,12,300,0,2,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
321464,40,3,19,336,1,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
581203,11,2,15,470,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2
11949,15,2,18,336,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3
578609,14,2,13,342,0,2,1,2,2,0,0,0,1,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,0,4
578661,10,2,14,684,0,2,1,2,2,3,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,4
354725,18,2,14,270,1,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,4
95009,23,2,16,450,0,2,2,2,1,3,0,0,1,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,3
225667,20,2,10,218,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
267148,16,3,23,230,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
375862,74,2,22,525,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2
197952,18,2,14,386,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3
139023,65,4,28,855,0,2,1,2,1,3,0,1,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,4
328433,20,2,21,225,0,2,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,1,4
374098,25,1,11,185,0,2,1,2,3,3,0,0,1,0,0,0,0,1,0,0,0,6,1,0,0,0,1,0,0,0,2
327517,45,3,22,322,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
573224,20,2,12,350,0,2,2,2,2,3,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,4
265775,20,4,36,285,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,1
21360,14,2,18,388,0,2,1,1,2,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1
145745,36,4,24,380,0,1,1,2,1,1,0,1,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4
499861,6,2,18,280,0,2,2,1,1,3,0,0,1,1,0,0,0,1,0,0,0,2,1,0,1,0,1,0,0,1,4
46913,15,2,13,235,1,2,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
430403,8,2,16,200,0,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
76456,22,3,30,359,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
179264,5,2,15,155,0,2,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
145500,13,2,17,310,0,2,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
413755,10,2,18,476,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
488730,42,3,17,359,1,2,2,2,2,3,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,2
445194,2,3,18,265,2,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
471729,20,2,12,264,0,2,1,2,2,3,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1
120251,35,2,16,196,0,2,1,2,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2
575123,35,3,18,690,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1
282100,8,3,21,270,0,2,1,2,1,1,2,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,1,4
384110,33,2,24,377,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2
585101,17,4,27,1700,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
92738,15,2,15,850,0,2,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136409,52,3,28,800,0,2,1,2,2,3,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,4
238102,30,1,12,225,1,2,1,2,3,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
581582,28,2,14,223,0,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
490904,42,2,20,500,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
297948,2,3,16,300,0,2,1,2,2,3,0,0,1,0,0,0,0,1,0,0,0,4,1,0,0,0,1,0,0,1,4
304533,1,3,24,544,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
71170,40,2,14,430,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
322026,14,3,20,520,1,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
260138,22,2,20,480,0,2,2,1,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1
503114,999,2,12,220,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
542659,15,2,15,430,0,3,1,2,2,3,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,3
589614,32,2,20,290,0,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
509115,12,3,23,432,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4
147998,30,3,22,750,0,2,1,2,2,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
540814,5,2,20,780,1,1,1,0,1,3,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,2
436671,25,3,20,400,0,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
211879,10,2,20,405,1,3,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2
214487,20,2,11,260,1,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,2
98289,18,2,14,390,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
429489,3,2,18,420,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
139885,120,3,20,240,0,2,1,2,2,2,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
381223,21,2,18,305,0,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1
589492,5,2,25,480,0,2,2,2,1,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
50415,14,1,6,736,0,2,1,2,3,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
457672,25,2,18,442,0,2,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
315476,10,3,24,432,1,2,2,1,2,3,0,0,1,0,0,0,0,0,0,0,0,3,1,1,0,1,1,0,0,1,4
130206,10,1,9,1200,0,1,2,0,3,3,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,3
302177,15,2,16,300,1,2,2,2,1,3,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,4
103764,18,2,16,468,0,1,1,2,2,3,0,0,1,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,4
433,30,1,10,324,1,2,1,2,3,3,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
407893,15,2,16,438,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,3
530368,30,2,20,1000,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
524900,15,2,18,421,0,1,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,4
310466,14,2,14,276,0,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
298537,26,2,12,325,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
471108,25,2,17,284,1,2,2,1,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
45123,32,2,17,560,0,2,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
595436,19,2,16,525,1,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
480605,10,2,12,150,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
40653,14,1,10,180,0,2,1,2,3,3,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2
